301,536067494421	675,763272159711	387,397728439391	593,486309867380	654,025228871181	634,795242578266	601,043259674377	661,183030635239	418,769626405736	528,635034782978
658,821675417559	483,143870912175	651,010752599372	387,608049452021	394,658079861543	430,995359603790	400,705627612091	504,544348893137	650,731895637520	614,044786640193
431,722132858625	620,649659630939	440,671079150879	581,167789885159	611,616710039875	625,047998156942	604,326898292638	628,623098525659	410,879544392271	440,189731820269
432,205969417360	598,683555812251	457,172833838582	588,190445349123	604,333517190632	614,236924972767	594,298746423043	591,478655574316	418,007176971879	440,659732673636
397,248033349443	644,048134847078	413,498488509934	606,681135358600	668,512527930480	629,325829757527	620,777738002902	634,354002115538	374,523697514590	502,305683822112
458,224835642941	657,434407374607	469,066093423944	640,598157974248	648,560714197214	617,897240647666	640,725370186010	637,851863679961	395,893925187038	420,443813130839
666,562075128791	458,856186620601	633,856450625850	442,338105977769	453,479878274660	446,134508864759	553,009945661016	381,481323264980	661,633584395472	612,793603099771
579,303029510463	609,012315146418	604,667677323668	406,642348999708	445,332460078984	449,191495912378	464,248855679796	441,256161430070	624,871186725712	597,596017389674
395,665262564203	622,802536924827	453,400485222502	594,204510248786	607,651215747982	637,491960733624	567,369368224969	635,164545610033	486,730931829897	529,172939595365
387,811810031618	606,824521587584	365,615918690639	589,898296318950	626,321802271005	592,608639829019	574,399686629441	621,630919436928	256,105447033053	425,025881564876
406,214229194399	646,572501735111	434,199263011811	565,096451944268	652,002300609438	644,717767709251	597,503974882176	649,269589615901	497,839331511684	551,228627703605
625,818663831625	455,134046188593	566,097164804771	364,138709834590	456,249931506844	463,491100238182	449,426300966020	445,851993378969	616,928683074470	613,631811430926
610,240116675395	614,541292347390	638,023510538601	389,041128931120	419,895225026434	469,561497569807	369,323706252388	450,122205628649	636,291599818825	605,828358530698
338,056208344116	619,951611014924	352,186030387351	601,911953694226	651,873453977074	634,481678222468	595,053779082194	627,758711608210	352,459926800197	481,039499417667
349,398053801105	628,734443147503	435,678780754813	583,904958019711	640,128112177555	599,291248058905	610,442462481109	627,080537092326	405,251773592664	453,226212834165
628,787722526450	456,510678955049	634,836199345942	548,771354937555	445,947306304231	538,675226829673	537,945164491698	522,653805113863	605,286708923961	489,136995125088
336,691253227642	632,177981267934	376,268521138827	578,751241899316	634,602237626058	607,823987680644	583,448369609514	616,650630422122	302,312751963922	452,486463885938
684,990510883180	445,448089007013	668,881902879724	399,732410494821	368,240410601553	443,439962114377	525,725213395744	385,791394408947	675,917154686874	604,290493057768
624,844780725582	482,894398393686	589,348793160723	517,572217183264	448,265546300404	442,678212700829	572,235965315009	455,058238031134	595,095790608537	520,866585605182
344,098823014552	648,669407325488	384,893491761033	620,764045350566	646,441799391098	643,944873416972	575,201703752692	661,771108465759	293,172304285381	379,282216825414
